"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","",".43524635","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Franklin","011","Methane","GHG",".4319253974","TON"
"Industrial Processes - NEC","MA","25","Barnstable","001","Elemental Carbon portion of PM2.5-PRI","",".43188305","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Dukes","007","Ammonia","CAP",".4308392536385","TON"
"Fires - Prescribed Fires","MA","25","Bristol","005","Methane","GHG",".42917854","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Franklin","011","Sulfur Dioxide","CAP",".4289887","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Dukes","007","Volatile Organic Compounds","CAP",".4287463205","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Dukes","007","Methane","GHG",".4282555812","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Hampshire","015","Volatile Organic Compounds","CAP",".4241128","TON"
"Solvent - Graphic Arts","MA","25","Worcester","027","Ammonia","CAP",".42","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Franklin","011","Carbon Monoxide","CAP",".4196316","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".41755875","TON"
"Mobile - Commercial Marine Vessels","MA","25","Bristol","005","Ammonia","CAP",".41752202931","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Berkshire","003","Carbon Monoxide","CAP",".4160795","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Ammonia","CAP",".4149587395","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Hampshire","015","Methane","GHG",".412289627","TON"
"Mobile - Commercial Marine Vessels","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","",".412067936504","TON"
"Fires - Wildfires","MA","25","Bristol","005","Ammonia","CAP",".411938","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Nantucket","019","Volatile Organic Compounds","CAP",".41184639688","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Plymouth","023","Volatile Organic Compounds","CAP",".4087","TON"
"Fuel Comb - Residential - Other","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP",".4085574","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Suffolk","025","Remaining PMFINE portion of PM2.5-PRI","",".4071926","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP",".40555452","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Nantucket","019","Volatile Organic Compounds","CAP",".4042623874","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","",".403994268","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Nantucket","019","Remaining PMFINE portion of PM2.5-PRI","",".4025280031878","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","",".40158214710996","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Bristol","005","Lead","CAP/HAP",".4015723","LB"
"Fuel Comb - Residential - Other","MA","25","Dukes","007","Carbon Monoxide","CAP",".4012784","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","",".400862675","TON"
"Industrial Processes - Pulp & Paper","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP",".4","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Essex","009","Lead","CAP/HAP",".4","LB"
"Industrial Processes - Pulp & Paper","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP",".4","TON"
"Waste Disposal","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","",".39995216154","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP",".3978450745","TON"
"Fires - Wildfires","MA","25","Dukes","007","Ammonia","CAP",".396603","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampshire","015","Nitrogen Oxides","CAP",".396","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Bristol","005","Nitrogen Oxides","CAP",".3956281","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP",".3956281","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP",".3956281","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Middlesex","017","Carbon Monoxide","CAP",".3952","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".39178102486359","TON"
"Gas Stations","MA","25","Plymouth","023","Lead","CAP/HAP",".390888636","LB"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Remaining PMFINE portion of PM2.5-PRI","",".385767837","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","",".38575940778","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Barnstable","001","Carbon Monoxide","CAP",".384","TON"
"Industrial Processes - Petroleum Refineries","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","",".3832756","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".38155226973851","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Dukes","007","Remaining PMFINE portion of PM2.5-PRI","",".380992107667305","TON"
"Fires - Wildfires","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","",".379498668","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Dukes","007","Methane","GHG",".3785123096","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP",".377064345272","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP",".377064345272","TON"
"Fuel Comb - Residential - Oil","MA","25","Nantucket","019","Ammonia","CAP",".376123638","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","",".3759868447","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","",".37522471385","TON"
"Fires - Prescribed Fires","MA","25","Bristol","005","Remaining PMFINE portion of PM2.5-PRI","",".3751856597","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP",".3748843","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Suffolk","025","Remaining PMFINE portion of PM2.5-PRI","",".3742748364","TON"
"Industrial Processes - NEC","MA","25","Middlesex","017","Sulfur Hexafluoride","GHG",".37423475425","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Hampshire","015","Sulfur Dioxide","CAP",".373737413","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Nantucket","019","Remaining PMFINE portion of PM2.5-PRI","",".3736762064195895","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Plymouth","023","Carbon Monoxide","CAP",".3723","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP",".3717902","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Nantucket","019","Organic Carbon portion of PM2.5-PRI","",".3716278410477321","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","",".37133389","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Berkshire","003","Methane","GHG",".37062982167","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Plymouth","023","Remaining PMFINE portion of PM2.5-PRI","",".37022623","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","",".370149741924676","TON"
"Industrial Processes - Oil & Gas Production","MA","25","Middlesex","017","Carbon Monoxide","CAP",".37","TON"
"Fuel Comb - Residential - Oil","MA","25","Nantucket","019","Remaining PMFINE portion of PM2.5-PRI","",".367600719052596","TON"
"Industrial Processes - Chemical Manuf","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","",".36656158","TON"
"Industrial Processes - NEC","MA","25","Dukes","007","Nitrogen Oxides","CAP",".3649","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","",".36429897532292318","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Nantucket","019","Volatile Organic Compounds","CAP",".3641127","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Barnstable","001","Remaining PMFINE portion of PM2.5-PRI","",".36264206605720042","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Nantucket","019","Nitrogen Oxides","CAP",".3625501","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Hampshire","015","Sulfur Dioxide","CAP",".360813498579","TON"
"Mobile - Locomotives","MA","25","Middlesex","017","Sulfur Dioxide","CAP",".35993789","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Franklin","011","Remaining PMFINE portion of PM2.5-PRI","",".35984072186195821","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Franklin","011","Lead","CAP/HAP",".35958332","LB"
"Fires - Wildfires","MA","25","Franklin","011","Nitrogen Oxides","CAP",".358774","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Bristol","005","Ammonia","CAP",".3584199","TON"
"Fuel Comb - Residential - Wood","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".3544959489","TON"
"Fires - Prescribed Fires","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","",".3536839712","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","",".3534873763731099942","TON"
"Industrial Processes - Storage and Transfer","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP",".353","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Barnstable","001","Lead","CAP/HAP",".3528882","LB"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampshire","015","Ammonia","CAP",".35242107","TON"
"Solvent - Graphic Arts","MA","25","Hampden","013","Carbon Monoxide","CAP",".352","TON"
"Industrial Processes - Storage and Transfer","MA","25","Hampshire","015","Remaining PMFINE portion of PM2.5-PRI","",".351809331","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","",".35103539322","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".350805651793821","TON"
"Industrial Processes - Storage and Transfer","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP",".3469","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Berkshire","003","Volatile Organic Compounds","CAP",".3452923","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP",".3424446","TON"
"Fires - Wildfires","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","",".3406605371","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Berkshire","003","Nitrous Oxide","GHG",".33954929082","TON"
"Fuel Comb - Residential - Wood","MA","25","Suffolk","025","Sulfur Dioxide","CAP",".33822888","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Suffolk","025","Sulfur Dioxide","CAP",".3382233","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Essex","009","Volatile Organic Compounds","CAP",".3376564","TON"
"Industrial Processes - Ferrous Metals","MA","25","Bristol","005","Ammonia","CAP",".337","TON"
"Industrial Processes - Chemical Manuf","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP",".3345","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Franklin","011","Ammonia","CAP",".33424736","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","",".3337870676","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Hampshire","015","Nitrous Oxide","GHG",".333569629","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Barnstable","001","Lead","CAP/HAP",".33333372","LB"
"Fuel Comb - Comm/Institutional - Other","MA","25","Franklin","011","Volatile Organic Compounds","CAP",".33332858","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP",".3327","TON"
"Fires - Prescribed Fires","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP",".329982","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Methane","GHG",".329914942","TON"
"Mobile - Commercial Marine Vessels","MA","25","Plymouth","023","Remaining PMFINE portion of PM2.5-PRI","",".32893103452527","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".32790922","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Hampden","013","Carbon Monoxide","CAP",".3275","TON"
"Mobile - Locomotives","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","",".3270768622","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Worcester","027","Sulfur Dioxide","CAP",".32700592342","TON"
"Fuel Comb - Residential - Oil","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","",".3266628850412","TON"
