"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Electric Generation - Coal","MA","25","Hampden","013","Nitrogen Oxides","CAP","4.034","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","4.0177507901408","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","4.0177503145308","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Dukes","007","Nitrogen Oxides","CAP","3.996782","TON"
"Industrial Processes - NEC","MA","25","Barnstable","001","Nitrogen Oxides","CAP","3.9823","TON"
"Industrial Processes - Pulp & Paper","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","3.979","TON"
"Industrial Processes - NEC","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","3.97332128","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","","3.9662532432","TON"
"Fuel Comb - Residential - Oil","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","3.9508814008","TON"
"Industrial Processes - NEC","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","3.94928647","TON"
"Fires - Wildfires","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","3.944703","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampshire","015","Sulfur Dioxide","CAP","3.942558","TON"
"Industrial Processes - NEC","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","3.9377814","TON"
"Mobile - Aircraft","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP","3.928289676","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Middlesex","017","Nitrogen Oxides","CAP","3.9254","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","3.920292","TON"
"Fires - Prescribed Fires","MA","25","Bristol","005","Nitrogen Oxides","CAP","3.919235","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Bristol","005","Volatile Organic Compounds","CAP","3.91052","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Suffolk","025","Sulfur Dioxide","CAP","3.887153","TON"
"Mobile - Aircraft","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","3.8831328289","TON"
"Fuel Comb - Residential - Other","MA","25","Berkshire","003","Carbon Monoxide","CAP","3.855","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","3.852950896341","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Worcester","027","Volatile Organic Compounds","CAP","3.8486","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Berkshire","003","Nitrogen Oxides","CAP","3.84749","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP","3.84464689","TON"
"Solvent - Graphic Arts","MA","25","Dukes","007","Volatile Organic Compounds","CAP","3.84067","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","3.83981","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","","3.83766469","TON"
"Fuel Comb - Residential - Oil","MA","25","Barnstable","001","Elemental Carbon portion of PM2.5-PRI","","3.8308343456","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Berkshire","003","Ammonia","CAP","3.8302211","TON"
"Industrial Processes - NEC","MA","25","Worcester","027","Ammonia","CAP","3.824","TON"
"Dust - Construction Dust","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP","3.810949","TON"
"Commercial Cooking","MA","25","Dukes","007","Volatile Organic Compounds","CAP","3.8105","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","3.807925","TON"
"Fires - Prescribed Fires","MA","25","Berkshire","003","Nitrogen Oxides","CAP","3.797919","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Middlesex","017","Methane","GHG","3.79482656","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","3.7860273899","TON"
"Mobile - Aircraft","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","","3.77853135374464","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","3.768003","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP","3.76343569","TON"
"Dust - Unpaved Road Dust","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","","3.7388715","TON"
"Fires - Wildfires","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","3.734965","TON"
"Fires - Prescribed Fires","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","","3.731826","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","3.71399","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","3.7125538507064","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP","3.70904","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","","3.708808","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","","3.70808193","TON"
"Mobile - Aircraft","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","3.7068971665","TON"
"Fires - Wildfires","MA","25","Berkshire","003","Methane","GHG","3.701778","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","3.695499782094","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","3.695499033324","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","3.689745043","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","3.686314716","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Bristol","005","Ammonia","CAP","3.68370074","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Norfolk","021","Sulfur Dioxide","CAP","3.67466","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","","3.660387122688","TON"
"Fuel Comb - Residential - Oil","MA","25","Franklin","011","Ammonia","CAP","3.6580203","TON"
"Mobile - Aircraft","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","3.63888205147648","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","","3.63610638063284","TON"
"Fuel Comb - Residential - Oil","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","","3.63470264992","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","","3.6340192","TON"
"Mobile - Locomotives","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","3.618533008","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Hampshire","015","Nitrogen Oxides","CAP","3.61638","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Bristol","005","Carbon Monoxide","CAP","3.6124","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP","3.60717","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Barnstable","001","Methane","GHG","3.60712484830100000000417676","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Barnstable","001","Methane","GHG","3.60067619","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Hampshire","015","Nitrogen Oxides","CAP","3.591185","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","3.59104","TON"
"Dust - Paved Road Dust","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","","3.5889464","TON"
"Dust - Construction Dust","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","3.5703346602","TON"
"Mobile - Aircraft","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","","3.5584541572752","TON"
"Fuel Comb - Residential - Other","MA","25","Hampshire","015","Carbon Monoxide","CAP","3.54651","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","3.537999","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Plymouth","023","Ammonia","CAP","3.5364501","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Bristol","005","Sulfur Dioxide","CAP","3.5325","TON"
"Industrial Processes - Chemical Manuf","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","3.527011783","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Middlesex","017","Ammonia","CAP","3.507638953467","TON"
"Waste Disposal","MA","25","Dukes","007","Ammonia","CAP","3.5043","TON"
"Mobile - Locomotives","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","3.490946","TON"
"Fuel Comb - Residential - Other","MA","25","Dukes","007","Nitrogen Oxides","CAP","3.48053","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Berkshire","003","Nitrogen Oxides","CAP","3.475682","TON"
"Fires - Wildfires","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","","3.44462644","TON"
"Mobile - Locomotives","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","3.4411106312","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Worcester","027","Sulfur Dioxide","CAP","3.4289","TON"
"Dust - Paved Road Dust","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","3.4261344","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","","3.42234301984043680000000659075","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Norfolk","021","Ammonia","CAP","3.42022","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","3.40416607594","TON"
"Mobile - Commercial Marine Vessels","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","","3.401902175723104","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampden","013","Ammonia","CAP","3.39669551","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","3.388278","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampshire","015","Carbon Monoxide","CAP","3.388213","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Middlesex","017","Nitrous Oxide","GHG","3.38497773","TON"
"Agriculture - Livestock Waste","MA","25","Bristol","005","Volatile Organic Compounds","CAP","3.381","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","","3.3768150048","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Norfolk","021","Sulfur Dioxide","CAP","3.3518","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Hampden","013","Methane","GHG","3.3515266642","TON"
"Mobile - Aircraft","MA","25","Multiple (portable facilities)","777","Lead","CAP/HAP","3.34776","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Nantucket","019","Nitrous Oxide","GHG","3.338341651","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","3.33150573","TON"
"Fuel Comb - Electric Generation - Biomass","MA","25","Worcester","027","Sulfur Dioxide","CAP","3.328","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Essex","009","Ammonia","CAP","3.3232","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","3.323146","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Nantucket","019","Sulfur Dioxide","CAP","3.3125979","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Worcester","027","Sulfur Dioxide","CAP","3.31099212548","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Berkshire","003","PM2.5 Primary (Filt + Cond)","CAP","3.307789","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","","3.3040054872","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Barnstable","001","Carbon Monoxide","CAP","3.303302","TON"
"Waste Disposal","MA","25","Suffolk","025","Carbon Monoxide","CAP","3.2642473","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Middlesex","017","Ammonia","CAP","3.263122","TON"
"Fires - Wildfires","MA","25","Essex","009","Ammonia","CAP","3.252965","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","3.252349736302496","TON"
"Mobile - Aircraft","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","3.244840786","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","3.23626","TON"
"Mobile - Locomotives","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","3.2242959064","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Bristol","005","Sulfur Dioxide","CAP","3.2188","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","","3.2147703","TON"
"Mobile - Locomotives","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","3.20726","TON"
"Mobile - Commercial Marine Vessels","MA","25","Bristol","005","Ammonia","CAP","3.206398452103","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","3.1847","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Plymouth","023","Ammonia","CAP","3.18071226","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","3.17523","TON"
"Industrial Processes - Ferrous Metals","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP","3.175036","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","3.1699355","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP","3.167054","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","3.158015275","TON"
"Mobile - Aircraft","MA","25","Franklin","011","Nitrogen Oxides","CAP","3.14681816","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","3.146005","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Hampden","013","Volatile Organic Compounds","CAP","3.1457","TON"
"Mobile - Aircraft","MA","25","Berkshire","003","Sulfur Dioxide","CAP","3.1372914071","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Nantucket","019","Methane","GHG","3.1255034906","TON"
"Industrial Processes - Ferrous Metals","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","3.123036","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","3.11877","TON"
"Mobile - Commercial Marine Vessels","MA","25","Norfolk","021","Carbon Monoxide","CAP","3.117611274","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Essex","009","Sulfur Dioxide","CAP","3.11666","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Bristol","005","Sulfur Dioxide","CAP","3.11386","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Worcester","027","Sulfur Dioxide","CAP","3.1061","TON"
"Mobile - Aircraft","MA","25","Norfolk","021","Nitrogen Oxides","CAP","3.084751247","TON"
"Mobile - Aircraft","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","3.0815334104","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Nantucket","019","Carbon Monoxide","CAP","3.07908736","TON"
"Dust - Paved Road Dust","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP","3.07771","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","3.07118","TON"
"Fires - Wildfires","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","3.06200443","TON"
"Fuel Comb - Residential - Oil","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP","3.0572101","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Dukes","007","Volatile Organic Compounds","CAP","3.054737","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Middlesex","017","Ammonia","CAP","3.0447388812400000000991266","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","","3.0360546","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","3.0319022464012","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","3.03123","TON"
"Mobile - Locomotives","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","","3.029700552","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampshire","015","Volatile Organic Compounds","CAP","3.023856","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","2.982971048435","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","","2.98285484","TON"
"Mobile - Aircraft","MA","25","Worcester","027","Sulfur Dioxide","CAP","2.9776023795","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","2.96952","TON"
"Industrial Processes - Storage and Transfer","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","2.9614","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","2.96132270905","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","2.95863","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","2.95295239283662068","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Suffolk","025","Ammonia","CAP","2.93864","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Essex","009","Sulfur Dioxide","CAP","2.93807","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","2.92501213","TON"
"Mobile - Aircraft","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","2.9037740845","TON"
"Fires - Prescribed Fires","MA","25","Nantucket","019","Methane","GHG","2.90011","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","2.88617966","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Essex","009","Methane","GHG","2.88063","TON"
"Industrial Processes - Storage and Transfer","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","2.87810277","TON"
"Fires - Prescribed Fires","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","","2.874243","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Norfolk","021","Sulfur Dioxide","CAP","2.871544","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","2.871537","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Worcester","027","Carbon Monoxide","CAP","2.86992","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Norfolk","021","Volatile Organic Compounds","CAP","2.86653","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Hampshire","015","Methane","GHG","2.85562558","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP","2.8507016319","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Methane","GHG","2.84564794","TON"
"Waste Disposal","MA","25","Hampshire","015","Ammonia","CAP","2.84448","TON"
"Fires - Wildfires","MA","25","Norfolk","021","Nitrogen Oxides","CAP","2.83068","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","2.8149267","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","","2.8016851297","TON"
"Mobile - Locomotives","MA","25","Barnstable","001","Carbon Monoxide","CAP","2.7969","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Berkshire","003","Carbon Monoxide","CAP","2.79509","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","2.7943814526072","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Worcester","027","Sulfur Dioxide","CAP","2.78302549","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Suffolk","025","Ammonia","CAP","2.7794272","TON"
"Mobile - Locomotives","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP","2.76391","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","2.76158","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Bristol","005","Ammonia","CAP","2.76037","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Norfolk","021","Methane","GHG","2.756189","TON"
"Fires - Wildfires","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP","2.743909","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","2.743222774","TON"
"Mobile - Locomotives","MA","25","Hampshire","015","Volatile Organic Compounds","CAP","2.73831","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","","2.73684391864","TON"
"Fuel Comb - Residential - Oil","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP","2.73610469","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP","2.7259063497","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Plymouth","023","Sulfur Dioxide","CAP","2.7256","TON"
"Fuel Comb - Residential - Wood","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","","2.7196411383","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","","2.71813892","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","2.717438","TON"
"Industrial Processes - Pulp & Paper","MA","25","Franklin","011","Volatile Organic Compounds","CAP","2.71","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","","2.701823341","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","2.69868","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Suffolk","025","Ammonia","CAP","2.6939422","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Middlesex","017","Ammonia","CAP","2.6893","TON"
"Fires - Prescribed Fires","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","","2.685772","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP","2.6699057776","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","2.6694806","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Bristol","005","Methane","GHG","2.668122","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","2.657463519","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Barnstable","001","Sulfur Dioxide","CAP","2.6534053720614800001233249818","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Hampden","013","Nitrogen Oxides","CAP","2.65173","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","2.6493644","TON"
"Fires - Prescribed Fires","MA","25","Nantucket","019","Organic Carbon portion of PM2.5-PRI","","2.644842","TON"
"Industrial Processes - Storage and Transfer","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","2.643","TON"
"Industrial Processes - Storage and Transfer","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","2.6404898","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","2.6335","TON"
"Fires - Prescribed Fires","MA","25","Plymouth","023","Nitrogen Oxides","CAP","2.619717","TON"
"Industrial Processes - NEC","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","2.6105440821554","TON"
"Fuel Comb - Residential - Oil","MA","25","Franklin","011","Volatile Organic Compounds","CAP","2.60806881","TON"
"Dust - Paved Road Dust","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","","2.5824032","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Hampden","013","Sulfur Dioxide","CAP","2.58209","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","","2.5817088557765880000159954","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","","2.579819602","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Norfolk","021","Sulfur Dioxide","CAP","2.57859704","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","","2.57527616624","TON"
"Fires - Prescribed Fires","MA","25","Bristol","005","Sulfur Dioxide","CAP","2.571752","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Barnstable","001","Sulfur Dioxide","CAP","2.5677991","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","","2.56549385085","TON"
"Fires - Prescribed Fires","MA","25","Dukes","007","Nitrogen Oxides","CAP","2.55681","TON"
